id,score,review
132441,Negative,Sitenizden  çok alışveriş yaptım yapıyorum da  ama bu çok kötü  geldi bana Beklediğim gibi değil
14994,Neutral,Kırışıklık karşıtı bir etkisini goremedim
75402,Neutral,Kış için almıştım kalitesi bana orta geldi beklediğimi karşılama dı
96766,Negative,Kalitesibi hiç beğenmedim. Fotoğraftaki gibi değil. çok sıradan geldiği için iade ettim
96896,Positive,Pahalı ürünleri kullanmaya gerek yok. Cildi temizlemek için yeterli bir ürün
86834,Neutral,güzel cildime uygun geldi beğendim😊
55016,Neutral,Biraz küçük fırçalar ama çok tatlı ...
132833,Neutral,ürün elime geçti güzeldir diye umuyorum ben biraz daha sıvı bekliyordum ürünü normal güneş kremi kıvamında
12657,Positive,"Farmasi bb krem, hafif yapısı olmasına rağmen kapatıcılık özelliği olan bir ürün ve hatta kokusu da çok güzel. 🥰 Bu sebeple yıllardır tercih ediyorum. Benim gibi makyaj yaparken hafif ve etkili ürünleri tercih edenlere tavsiye ederim."
72261,Positive,Ürünü 1 haftadır kullanıyorum yağlı bir cildim var derinlemesine temizlediğini gözle görülür fark ediyorsunuz.
51664,Positive,Paketlemesi iyiydi alınabilir
65784,Negative,Başlangıçta iyi idi birkaç gün sonra kokusu geçti
46325,Negative,Kokusu nedense çok kötü. Daha önce severek kullanıyordum
10975,Neutral,"Ürün göründüğü gibi gelmedi, oldukça kalın bir şişede geldi ve kullanımı çok zor. Normal mağazadan aldığım gibi gelir sandım fakat o şekilde gelmedi. Keşke kullanışlı olsaydı üzdün trendyol😔"
63204,Positive,Çok süper diyemem diğerlerinden farkı yok
99352,Positive,denemek için birkaç ay önce  tanışma kitini almıştım. memnun kaldığım için büyüğünü sipariş verdim. çok az miktar bile tüm yüzü temizliyor çok bereketli bir ürün. düzenli kullandığımda siyah noktalarım yok oluyor. siyah noktalar için temizle jeli arayanlara tavsiye ederim.
123193,Positive,bunu zaten herkes biliyor
111035,Neutral,Rengi beklediğimden koyu geldi dudak tonlarında zannediyordum mor gibi ama kokusu ve sürümü çok güzel
28196,Neutral,Çok küçük geldi ml bakmadım alırken ama bu fiyata bu kadar küçük beklemiyodum paketleme iyiydi
45502,Neutral,Çok tatlı bir parıltı veriyor ancak kalıcı olduğu söylenemez
43794,Neutral,Ürünümüz geldi henüz kullanmaya başladık inşallah sonuç güzel olur
20585,Positive,Fiyatına göre oldukça etkili bir ürün . Eldeki kızarıklık ve tahriş olmuş bölgeleri eski haline döndürdü tavsiye ederim
5726,Neutral,dudaklarınız ıslak gibi duruyor yapısı da gayet iyi ama tek başına dudakları saha dolgun göstermiyor ben dudaklarımı önce fırçalayıp sonra ürünü kullanıyorum dudak çizgilerinin arası doluyor çok büyük bir dolgunluk beklemeyin
148658,Negative,"Bacak kısmında sıkıştırdığı için rahat hissettirmiyor, kıyafet altından çok belli oluyor, illa alacaksanız beden ölçüsüne dikkat edin mutlaka."
118558,Negative,Berbat beklediğim kalitede gelmedi
37773,Positive,Kokusu yok denecek kadar az hiç rahatsız etmiyor.yapısı da su gibi olduğundan ciltte yağlı bir his bırakmıyor.1haftadır kullanıyorum sivilce lekelri uzun vadede azalacak gibi görünüyor
43149,Neutral,kişi den kişiye değişiklik gösterebilir tabiki ama bende bir fayda saglamadi
106439,Positive,Ürünü 1 hafta kullandıktan sonra yazmak istedim gürleşmeyen saçlarımı gürleştirdi böyle güzel çıkacağını beklemiyodum sürekli kullanımda etki mükemmel
37221,Neutral,bir gıdım ürün
136916,Positive,Saçlarıma parlaklık verdi. Çok beğenerek kullanıyorum. Teşekkürler.
16788,Positive,Sephoradan aldığım peeling temizleyici ile kullandım yüzümü yumuşacık yaptı cildinizin temizlendiğini hissediyorsunuz ben çok beğendim fiyatı da uygun düzenli kullanıldığında Emin’im çok işe yaracak bir ürün
53080,Positive,ellerimi yumusacik yapiyor ve gercekten kuaforden yeni cikmisimcasina manikur pedikur etkisi veriyor
88529,Neutral,Ehh’lik bir ürün daha iyi goz alti kremi var clinique’in bence. Bunu alacaginiza all about eyes’i alin bence
118423,Positive,Yumuşacık ürün %99 aloa veraysa %1 ide sadece parfüm sanırım
38377,Negative,24 Mayısta aldım ancak bugün elime ulaşabildi. Daha önce de kil maskeleri kullandım. Biraz şişirildiğini düşünüyorum. Cildiniz çok hassassa 15 dk dan fazla bekletmeyin. Ben sirkeyle sürülebilir bir kıvama getirip uyguladım. 30 dk beklettim. Ancak yüzümün belli kısımlarında aşırı kızarıklıklar meydana geldi ve saatlerdir azalmadı. Yüzü resmen yakıyor. Piyasada daha güzel kil maskeleri bulunabilir diye düşünüyorum.
97552,Neutral,Kokusu rahatsız etmiyor ancak koruyuculuğu çok iyi değil
91981,Neutral,mucize değil saci yagli gibi gosteriyor çok sürünce
34568,Negative,Memnun kalmadım. İlk kullanımda balenin ucu kumaştan çıktı.
147042,Positive,Bu fiyata bu kadar güzel ürünler tavsiye ederim şampuan ve sac kremi gercekten büyük ve hoş kokulu
14671,Positive,Mat ruj kullandığım için sürekli kuruyan dudaklarıma diğer markalar iyi gelmemişti tek kelime ile mükemmel ve bu fiyata kaçırılmaz
82447,Negative,Hıc beklediğim gıbı degıl yapıs yapıs gecmeyen dokusu var lutfen fiyatına yada olumlu yorumlara aldanmayın ben bırden fazla ürün aldım ve gercek bı tuketıcı olarak iyisı kötüsu hepsını yorumladım.
47310,Negative,xs aldım aşırı derecede büyük geldi hiç beğenmedim kumaşı da kalın
84405,Neutral,Akıyor gözyaşımla
16544,Positive,"Henüz bir kere yatmadan önce kullandım. Sabah cildim yumuşacıktı. Yağlı yapışkan bir hissi yok, su gibi. Etkisini gösterir mi bilemiyorum ama denenir. Kargosu hızlı."
34932,Positive,Yüzü yumuşacık ve tertemiz yapıyor tavsiye ederim kesinlikle
79807,Neutral,Yeni başladım kullanmaya.
86136,Neutral,Çok faydasını göremedim açıkçası
43381,Positive,teşekkür ederim çok begendım ürünü 💓😊satın almışım iyiki 🌺
67096,Positive,yıllardır kullanıyorum.  tek geçiyorum.  yüzüm yağlı ve akneye meyilli. sıvı bir yapısı olduğu için kolay emiliyor ve hiç ağırlık yapmıyor.
134942,Negative,Fotoğrafla alakası yok kesinlikle çok dandik paranıza kıymayın bunun için 2 tane almıştık arkadaşımla ama ben hiç giyemedim bile
126728,Negative,Çok sıvı çok bulaşıyor şekil vermek çok zor
136883,Positive,çok işe yariyor soguk olmasi çok çok güzel yuzu rahatlatiyor
35164,Negative,İpleri ertesi gün koptu
147377,Negative,Rengi ne yazıkki beyaz geldi. Göründüğü gibi kaliteli değil miorre ürünlerini beğenirdim ama bu ürün hiç hoş durmuyor. Üzgünüm 😔
69604,Positive,çok begendıgım soylenemez
132801,Positive,ilk deneme kullanisli
145430,Neutral,beğendim kokusunu ama baska ne  faydası oldu goremedim bı sure daha kullanayım gorcez
47327,Neutral,Biraz yoğun ama güzel kapatıyor
23677,Neutral,ilk kullanımımız olacak. umarım işe yarar 😊
72758,Negative,Düzenli kullanmama rağmen pek bir etkisini görmedim hissetmedim
60946,Neutral,Kokusu güzel
16916,Positive,Çok güzel bir koku hafif
45545,Neutral,"Paketlemesi güzel , bir hasarı yoktu ve kısa sürede elime ulaştı teşekkürler.Kokusunu merak edenler var işe kararsız kalınmaksızın denilesi bir parfüm tavsiye ederim.."
25618,Neutral,kokusu bana biraz şekerli geldi ama fiyatına göre güzel bir koku
9004,Neutral,Rengini çok beğenmedim ve sanki pudralı gibi görünüm veriyor
36027,Negative,çok kalitesiz kılları ben pek beğenmedim
99119,Positive,Kısa sürede elime ulaştı. Uygun fiyata ve orijinal ürün paketleme güzeldi. Henüz deneme fırsatım olmadı ama fırça yumuşacık çok beğendim. Tavsiye ederim. Bana arka kısmı yeşil geldi ama sorun değil.
138168,Positive,Çok güzel şekil veriyor. Ayrıca akıp gitmiyor. Fiyata göre on numara.
78101,Neutral,Cabuk bitti
143817,Positive,Foreo'ya kıyasla muadil bir ürün alınabilir.
73735,Positive,hızlı geldi ve göründüğü gibi
101682,Positive,Gerçekten harika bir ürün ciltteki tüm ölü derileri yüzeye çıkarıp temizliyor fiyatıda çok uygun kesinlikle her kadının evinde olması gereken bir ürün 👍🏻
114764,Neutral,daha kalın bir fırça geleceğini beklemiştim aslında. fırçayı taktığım zaman çabucak bükülüyor.
78653,Negative,161 boyum 53 kiloyum S beden aldım çuval gibi durdu. Koltuk altları da aşırı bol sarktı. Enlemesine de benden iki kişi girer. Elbisenin bol kesim olduğunu biliyordum ama orantısız bir bol kesimi var.
126535,Positive,"Kokusu hoş, tavsiye ederim"
11968,Neutral,aynı göründüğü gibi çok güzel bir ürün
82823,Negative,Hassas cildiniz varsa uzak dürün zira kasinti yapiyor. Kullnadiktan sonra beyazlik saclarinizdan gitse bile eger koyu renk kiyafet giydiyseniz yakasi bembeyaz oluyor
71840,Neutral,Sürümü kolay aslında bildiğiniz türk kahvesinin rengi tonunda daha doğal bir kahve olabilirdi az az sürünce daha naturel duruyor.
26324,Negative,Koltuk altımı kuruttu ve yara yaptı hiç memnun kalmadım
54663,Positive,Saç rengini kesinlikle çok güzel ve hızlı açıyor
116289,Neutral,kokusu güzel fakat hiç nemlendirmiyor ve çok az
102232,Negative,Abi almayın aldım kullandım aylarca hiç ile yaramaz güvenin
42385,Neutral,fena değil fiyatına göre alınabilir
109075,Positive,Gerçekten çok güzel bir ürün almak isteyenler tavsiye ederim cildi tahriş etmiyor ve çok güzel temizliyor
43994,Negative,27 gün sonra kargom geldi.Ürün kumaşı çok çok ince ve dikişleri çok kötü.Aldığıma pişman oldum.Trendyol bu firmayla anlaşmasını gözden geçirmeli ürün teslimatı konusunda
12582,Positive,Yıllardır sadece 16..
134579,Positive,Harika bir ürün kesinlikle orjinallerine bir dünya para vermeye gerek yok
94401,Positive,"Alalı bayağı oldu , diğer markaların bunun kaç katı fazlası fiyata ve aynı özellikte olduğunu düşünüyorum. Titreşimini istediğiniz gibi ayarlıyorsunuz. Ben bazen başım ağrıdığında masaj niyetine de kullanıyorum :) Ürün iyi ,paketleme özenli, tavsiye ederim ;)"
41045,Negative,Fazlasıyla kalitesiz
136183,Neutral,"Kokusu çok belirgin değil, çok memnun kalmadım"
62253,Positive,Asla bıkmadan kullandığım tek parfüm
138059,Negative,Beğenmedim hiçbir fark olmadı saç dökülmemde
137958,Positive,Çok uygun fiyat. Memnun kaldım.
63799,Negative,İdare eder
74354,Positive,Kokusu çok güzel.Ciceksi bir kokusu var
74424,Neutral,kargo hızlı ve özenliydi ama üründen ekstra bir beklentiye girmeye gerek yok abartılmış tenim çok açık olmasına rağmen yüzüme çok açık kaldı ve beyaz bir tabaka gibi durdu
144853,Positive,aynisi gibi geldi hızlı teslimat tesekurler
78434,Negative,İlk yıkamada baskısı soldu. Tam beden oluyor. Salaş bir model
59955,Positive,Hızlı kargolama ve harika paketleme için teşekkürler Ürünü zaten uzun süredir kullanıyorum cildime dokunmayan tek ürün
40993,Positive,Hoş kokulu ve temizlik hissi çok güzel.cildimdeki yağlanma eğilimi de azalmaya başladı.Sorunsuz alışveriş için teşekkürler
88760,Neutral,"Plastik kokusu dışında olumsuz bir yorumum yok, ürünü 1 haftadır kullanıyorum. Olumlu ya da olumsuz bir etki henüz gözlemlemedim. Ya da cildimde wooooow etkisi yaratmadı :) İlerleyen  zamanlarda fikrim değişirse şayet güncelleme yaparım"
89957,Positive,Aldığımdan beri 4-5 kez kullandım cildimi yumuşacık yaptı. Yorumlarda boyutunun küçük olduğunu yazmışlar ama asla küçük değil.
14,Negative,Tencerelerin altını çizdi bardaklar hiç yıkanmamış gibi malesef doğal diye kullanmayı isterdim ama çok berbat
142018,Neutral,arkadasim tavsiyesi uzerine aldim kullandikca yorumu yineleyecegim
35234,Negative,Hiç güzel değil aşırı soluk rengi
50439,Negative,ürünün kalitesi çok kötü.resimde gözüktüğü gibide şık durmuyor. kumaşı naylon gibi yazın giyilmez. iç gösteriyor.  geri iade edicem.
20082,Positive,mukemel ürün harika ötesi sonuç herkese tavsiye ederim
110468,Positive,Fiyatı piyasaya göre uygundu.
45280,Negative,Hiç kalıcı değil. Tavsiye etmem.
79376,Neutral,beğenmedim
118592,Neutral,Hoş bir kokusu var ama benim saçıma fazla etki etmedi
117607,Positive,indirimden kaçırmamanız gereken bir ürün 👌👌
20591,Positive,Avonun en fresh kalıcı kokularından biri
13414,Negative,"Ürünün kumaş kalitesi çok kötü,modelin güzeliğine kanıp aldım,maalesef pişmanım,30 derecede yikamama rağmen kumaş saldı kendini,ayrıca cocuk icin olan uzun değil,kapri olarak geldi,pazardan alsam daha iyiydi,verdiğim paraya yazık oldu"
104721,Negative,1 aydır kullanıyorum bir faydasını görmedim açıkcası ama ürün bayağı fazla denemeye devam edeceğim
63783,Positive,gece kremiyle birlikte kullanıyorum etkili bir ürün 👍
61656,Neutral,Aldığım renk cilt tonuma uygun olmadı ama kapatıcılığı dokusu güzel
69231,Negative,Gerçekten böyle göründüğü gibi bir şey değil küçücük bir palet geldi. Ayrıca bütün fırçalar bağlantı yerlerinden çıkmıştı sadece göstermelik kalitesiz bir yapıştırıcıyla tutturmuşlar. Hepsini tekrardan yapıştıracağım. Bir yıldızı da renklerinin ortalama renk yoğunluğuna veriyorum.
118469,Negative,Kokusu güzel fiyatı güzel ama kokusu kalıcı değil
63589,Negative,"S Beden aldım ancak küçücük, sık dokusu var, umarım çok sıkmaz, iade ile uğraşmak istemediğim için gondermeyecegim"
75528,Neutral,İçeriği pek temiz olmasa da gece yatmadan önce sürdüğünüzde sabah kurutmuş oluyor sivilceyi. Hızlı kargolandı.
109912,Positive,"bayağı güzel, alıyor işe yarıyor"
146464,Positive,Ürün güzel. Kullanışlı . Saydam bir yapısı var
111405,Positive,"ürün elime geldi bugün kullandım , ilk kullanımda bile fark görünüyor umarım hep böyle ilerler tavsiye etmek için belki erkendir bilemem ama ilk kullanımdan memnun kaldım diyebilirim teşekkürler ☺️"
923,Negative,tek basina yeterli değil nemlendirici uzerine uygulayip pudra surdugumde ciltte kusma yapti tek basina nemlendirici olarak kullandigimda da yeterli gelmedi memnun kalmadim
79738,Negative,Çok koyu rengi var.
18249,Positive,fiyatına göre güzel bir koku
133807,Negative,İnanılmaz yakıcı bir ürün etkisinden kurtulmak için yikadiginizda daha da yakıyor resmen sürdüğünüz yerde ateş yanıyor soğuk lipoliz adına aldanmayın
146514,Negative,Normal saç boyama eldiveninin içine krem sürülmüş. Bu fiyata bu ürün pahalı memnun kalmadım.
47777,Neutral,İndirimde çok uyguna almıştım en sevdiğim kuru şampuanım 💖
100858,Positive,boyutu ideal  bir ürün yuzu gercekten temizliyor parlaklik veriyor. Ozellikle siyah noktali yerlere iyi geliyor
17177,Neutral,"Güzel, kalıcı ama gündüz için biraz ağır bir parfüm, gece için daha uygun."
96800,Neutral,Fiyat performansı iyi
116407,Negative,Uygun kullanışlı orijinal
17924,Neutral,dayanıklı ve sert kaliteli. krem far uygulamak için uygun sert bir fırçası var karıştırma fırçası değil arkasındaki süngerimsi yapı akıllıca ama henüz denemedim kullanışlı gibi görünüyor
66410,Neutral,Renk güzel fakat fazla kalıcı silmeye çalıştıkça batıyor
111700,Positive,vazgeçilmeyen kapatıcı
111443,Neutral,Yağlı yapıyor sanki
36826,Neutral,Kullandık 1-2 gün oldu bakacağız daha bir ışık yok..
57873,Positive,Kokusu harika Saçlarımı yumuşacık yaptı
133937,Negative,benim cildim için uygun değilmiş. beğenmedim
66866,Neutral,ağdayı beğenmedim. makine iyi ama.
51372,Positive,"Gerçekten çok güzel yüz kremi kullanmıyorum artık yüzümü bebek gibi yumuşacık yapıyor , bundan önce farmasiden almıştım küçüktü ve fiyatı oldukça pahalı ama bu hem aynı etki ve 3 kat daha büyük vazgeçilmezim oldu"
39129,Positive,"Uzun süredi kullanıyorum, şarjı uzun süre gidiyor aldığımdan beri şarj etmeme gerek kalmadı. Kullanım sonrası cildim yumuşacık oluyor."
28235,Neutral,Nem seviyesi normal
78106,Positive,Kalıcılık konusunda çok iyi yıllardır severek kullanıyorum zaten taze ferah bir kokusu var
149151,Positive,Benim gibi siyah noktaları çok derin olmayanlar için çok kullanışlı bir ürün. Sık kullanımda siyah nokta miktarını sıfırlayacak gibi duruyor. Hızlı kargo ve güzel paketleme de cabası.
148093,Negative,malesef beğenmedim:(
86422,Positive,herseye kızaran cildime bile en ufak bir olumsuz etki göstermedi. Alın aldırın fiyatı da işlevi de mükemmel
108581,Negative,çok güzel ve ucuz geldi
9590,Negative,orijinal olduğunu sanmıyorum almayın ben pişman oldum
40339,Negative,Yorumlara bakarak bir hevesle almıştım fakar göründüğünden çok farklı daha soluk bir kapak var. icerik hepsinde ayni fiyatı performansa gore fazla 10-15 arasi bir fiyat olsa alınabilir.  Onun yerine daha farklı ani kitapları ekstralari ile mevcuttur. Önermiyorum.
