label;text
Positive;Fiyatına göre iş görecek bir ürün !!!Yalnız fiyatı ucuz diyede güvenlik unsurlarını gözardı edece değiliz tabiiki.Evinde çoluğu cocuğu olan arkadaşlar dikkat etsin. Kalem tutmak içintahtanın önündeki L profilden konulan küçük parçaya parmağımı sürtünce, bildiğiniz kanatacak kadar derin çizdi ve kesti.Bu profilin başlarına plastikden kapak yapılması gerekiyor. Profilin testereden çıktığı gibi monte edildiği nerede görülmüş ?Tahtahakkında yazacak olursam evet bildiğimiz yazı tahtası.. Yazıyoruz siliyoruz. Görevini yapıyor.Güvenlikkonusu hakkında satıcını ivedi bir şekilde önlem almalı.
Negative;Disraptorda top namlu çıkmıyor.Dartların koyulduğu top namlusu çıkan modeli var ismi nerf elite strongam.Dartlar birer birer atılıyor hızlı atış özelliği diye bir şey yok bu modelde
Positive;çok guzel oldu yapınca muhakkak alın derım fıyatı dıer sıtelere gore ıyı ama bulut kısmı kasıyo:=) bı yerden sonra mıde bulantısı yaşayabılırsınız:=)eyfel kulesını 1 gunde bıtırdık ama bulutlar 4-5 gun surdu:=) yalnız bışe sorucam hepsiburada.com a yapıştırması ıcın kutuda da hıc bır şey yazmıyor ne kadar kullanıcaz suyu!?
Neutral;İlk kitabına göre kısa kalmış ancak seriye devam
Neutral;Mart 2017 de 4 adet sipariş verdim 3 lastik 2016 43.hafta 1 lastik 42.hafta geldi. Kampanyadan aldım Piyasaya göre en 50 tl indirimli geldi. Tek sorun Hepsiburada.com un ulaştırıcı firması
Positive;Makine ve aksesuarları gayet güzel ve kullanışlı Özellikle tutuşu ve kullanımı güzel Fakat şarj edilme süresi uzun geliyor sanırım bu da kablosuz şarj özelliğinden emin değilim Makine olan kısmının tıraşı gayet güzel fakat kullanımı biraz zorluyor Kullanma kılavuzunu okuduğumda boyun altındaki tüylerin kullanımı için uygundur diyor Ben de neredeyse hiç jiletle tıraş olmayan birisiyim hem cildim hassas olduğundan hem de sinek kaydı tıraş olmadığım için O yüzden bu detayı göz önünde bulundurmak gerekiyor Bu makineyi tercih edişim tamamen ince uçlarıydı fakat özellikle genital bölge tıraşı için sensitive ucu olmadan kesikler yapıyor Yani ince uçarının olması ve söyledikleri ince uç avantajını göremiyorsunuz üzgünüm
Positive;arkadaslar 23 yaşıındayım ve şu ana kadar yüzlerce film izledim ama ben hayatımda böyle bir oyunculuk görmedim ve izlemedim sean pennin olağanüstü oyunculuğu ve muhteşem bir senaryo on üzerinden on diyorum 10 10 tek kelimeyle mükemmel bir başyapıt
Negative;Puan bile vermiyorum Görünen gecelikle hiç ama hiç alakası yok Çok kalitesiz
Negative;İlk giymemle arka lastik yırtıldı kalite sıfır polaris diye aldım bidaha almam
Negative;Ürünü hepsiburadadan aldım. Teslimat gayet hızlı ve sorunsuzdu. Ancak kart okuyucuya takıp kullanmaya çalıştığım birisi kamerada kullandığım samsung diğeri cep telefonumda kullandığım toshiba olmak üzere iki micro sd kartımda da kart okuyucu yüzünden hata oluştu. Kameranın kayıtları önemli olmadığı için formatladım ve kullanmaya deva ediyorum. Ancak cep telefonumdaki kartı artık telefon görmüyor, bilgisayara takdığımda da kartın biçimlendirilmesi gerektiğine yönelik hata veriyor. içindeki veriler önemli olduğu için format da atamıyorum. Şimdi artık verileri kurtarmak için çözüm arıyorum. kimseye önermiyorum.
Neutral;Bebeğim için 400lüğünü kullanıyordum dikkat etmeyerek bunu sipariş etmişim 1000lik doktorumuza söyledim. bir gün ver bir gün verme dedi diğerini de ben kullanıyorum. Benim gibi dikkat etmeden alanlar varsa doktoruna danışsın mutlaka yokluğu zarar olduğu gibi fazlası da zararlı
Positive;kargo çok iyi. yurtiçi kargoda sasmamaliürün bugün elime ulaştı. henüz kurdurmadim. Kargo 10 numara. ürünü kullanmaya başlayacağım zaman tekrar yorum yapabilirim
Positive;bir çok markayı deendim hatta bir çok bitkisel markayıda denedim kepek olayını kesinlikle çözüyor en kısa sürede set olanını almak isterim çünkü oldukça ekonomik oluyor
Positive;Orkid le her zaman çok rahat ve güvendeyim.tek geçerim, başkasına bakmam bile. cildim çok hassas bir kere başka markayı alma gafletinde bulundum, pişman oldum.
Neutral;İlerleyen dönemlerde ise senaryo yazarlığına geçiş yaptı .
Positive;8 tane almıştık. Hepsi de vakumlu geldi. Görünüşünden belli olduğu üzere yumuşak, kalıp gibi dursun diyenler için ideal değil, fakat bize göre güzel. Tavsiye ederim
Negative;güncelemeden sonra lig savaşı bittiğinde bonusları dağıtıp normal klan savaşı başlatamıyoruz düzeltin
Positive;gayet güzel ürün rahat ve kaliteli kargoda gecikme problem yok, teşekkürler
Negative;Tüpün 20 25inden hava çıkıyor arkadaşlar ürünü ilk kullanışım satıcıdan mı yoksa ürünün kendisinden mi kaynaklı bilemedim Benden söylemesi
Neutral;İdare eder toniği beğenmedim Peeling güzel
Positive;Yorumlara baktığımda almaktan vazgeçmiştim ama markası voit olunca kötü değildir deyip sipariş verdim. İki gün içinde elime ulaştı iyikide almışım 94 kilo olmama rağmen işimi fazlasıyla görüyor. Özellikle beli ağrıyanlar için günlük 15 dakikalık çalışarak bel ağrılarınızı azaltabilirsiniz. Ev ortamı için oldukça uygun bir ürün.
Negative;normal konumda neredeyse hiç buhar vermiyor. sürekli turbo düğmesine basarak çalıştırmak zorunda kaldım.
Positive;Bir çırpıda okunabilecek bir kitap
Positive;satıcı güvenilir kaliteli ürün helal olsun
Negative;Oyunu silicegim çok zorlanıyorum çok sıkıldım bu kadar zor olmamalı 19174 geçilmiyor yazık okadar ilerledim siliyorum buraya kadarmış 19174 oyın degısti silmek laxım demekki yeter artikkk 😡😡😡😡😡
Positive;krem çok güzel kokuyor ve yumuşacık yapıyor.
Positive;çok sade,güzel ve ucuz fiyatlı bir ürün ben farklı yerlere toplam4 tane aldım...tavsiye ederim..
Positive;Fiyatına Göre Harika !
Negative;BEN İLK RESİMDEKİ ÜRÜNÜ DÜŞÜNEREK ALMIŞTIM 3 RESİMDEKİ ÜRÜN TASARIMI GELDİ AYRICA ÇOK YOĞUN BİR PLASTİK KOKUSU VAR HİÇ BEĞENMEDİM İADE ETMEYEDE DEĞMEZ SADECE ALT KISMINI KULLANICAM SANIRIM
Positive;Bildiğiniz sırt çantası tabi ekstrasi mendil gözü olmuş çok fazla bölmesi yok günlük kullanıma uygun içinden kalemlik tarzında biberon sıcak tutmak için aparat çıkıyor güzel ürün
Negative;bence testere serisine testere 3ten sonra son vermeleri gerekiyordu eski tadı kalmadı
Neutral;Üsküp Üniversitesi İktisat Fakültesi dekanlığı ve daha sonra aynı üniversitenin rektörlük görevini yürüttü .
Positive;Son zamanlarda izlediğim en sürükleyici filmlerden bi tanesi Film adeta akıyor ve yönetmenin anlatmak istediği üç tane şey var dinle dinle dinle Not Oscar bu filmi mutlaka bişekilde ödüllendirecektir
Neutral;Bu konularda bilimsel kitapları ve çok sayıda makalesi bulunmaktadır .
Negative;Buzdolabı kapağında oluşan hafif bir göçük için aldım ancak hiç bir işe yaramadı.
Negative;Bir sene önce eşime ithalatçı garantili almıştım, gerçi hoş ya ablam da Türkiye garantili aldı ve Boot Loop denilen bir kronik sorunla karşılaştı ikisi de. Anladım ki telefonun ömrü 1-1.5 sene. Sözde garanti var, anakart değişip geliyor yine aynı sorun. 2 side 2. gönderimini yaşadı, bakalım ne yapıp geri gönderecekler. Samsung en azından ürününün arkasında durdu bir üst model değişimi para iadesi falan. Ama LG' nin abaküsünü bile almam bundan sonra. Bir de garanti servislerine öyle müşteri temsilcileri koymuşlar ki, ruhları emilmiş gibi konuşuyorlar, neredeyse hiç bir bilgi vermiyorlar. Eski model bir telefon alacaksanız garanti servislerini ve yaşanılan kronik problemlere ne gibi çözüm sunduklarına bakmadan almayın. LG Boot Loop, Ghost Screen sorunu yazın binlerce kullanıcının bunlardan bahsettiğini göreceksiniz.
Positive;Oldukca kaliteli 5 10 liraya dandik bir sey alacaginiza Anker kalitesini bu fiyata almak mantikli
Positive;idare eder fiyatına göre alınabilir
Negative;Çok istediğim bir üründü. Aldığımda çok mutlu oldum. Ama açınca mutluluğum kısa sürdü. İçinde yapıştırıcısı yok, parçaları çok ufak, çok enteresan puzzle şekilleri var, kutunun kapağındaki resimle parçalar aynı değil çerçeveyi yaparken zorlanıyorsunuz, puzzle markasını basmışlar vb. gibi olumsuzlukları var ama yinede resim güzel.
Negative;Aldığıma pişman oldum. Silme konusunda sıkıntı yok ama çok ses yapıyor.
Negative;Yararını bilmem ama tadı hiç diğer c vitaminlerine benzemiyor. Sevmedim
Neutral;Meşrutiyet’ten sonra bir süre Darülfünun’da ve Galatasaray Sultanisi’nde Farsça okuttu .
Positive;Ürün Harika tavsiye ederim
Positive;Gayet kullanışlı ve kaliteli bir cihaz Teşekkürler
Neutral;İstanbul Teknik Üniversitesi Makine Mühendisliği Bölümünü bitirdi .
Negative;güzel koku ama kolanya gibi ucup gıdıyor kalıcılık etkisi 5 dakika tekrar almıcağım bi parfum tavsıye etmıyorum
Negative;Ürünün kapak menteşe delikleri açılmamış kurması zor, ayrıca orta kapak menteşeleri dolaba uyum sağlamıyor ek olarak menteşeleri tutturmak için ürüne parça monte etmeniz gerekiyor.
Negative;daha 3 bezde kızıma alerji yaptı
Negative;bes para etmez bi ürün aşırı ısınıyor evden cıkarken kapatmak zorunda kalıyorum wifi zayıf ve en zayıf yanıda teknık destek yönü telefonla ulasım turktelekom seslı yanıt sıstemı ve ucretli
Positive;hayatımda bu kadar hızlı okuduğum sayılı kitaptan birisi.. mutlaka okuyun. Okurken şaşıracak, inanamayacaksınız, üzüleceksiniz, bu kadar da olamaz diyeceksiniz.. üstelik bu hissi bir kereden fazla yaşayacaksınız.. çok iyi kurgulanmış ve çok akıcı bir dille yazılmış harika bir kitap..
Negative;20 Temmuzda sipariş verdim henüz gelmedi Kargolama konusunda ki yavaşlık hiçte iç açıcı değil malesef
Positive;pantene temel bakım ile saçlarımın daha canlı daha parlak olacağına inanıyorum..
Positive;ürün kalitesi biraz vasat çok ince sıkıştırınca elinde kalıp kırılacak zannediyon ama palio aracıma yakıştı estetik bir görünüm verdi bu fiyata güzel bir ürün kaliteli bir beklentiniz olmasın ama hoş bir görüntü veriyor tavsiye ederim teşekkürler hepsiburada
Positive;Amatör kullanımlar için ideal.Artılar - Değişebilir başlıkları olması , yedek uçları çıkması, şarj portunun micro usb olması,Eksiler - hız devrinin ayarlanabilir olmaması. Yani çalıştırma düğmesine basınca direk çalışıyor. devir ayarı hassasiyeti yok.
Positive;Hızlı ve güvenilir satıcı Ürünler sağlam
Positive;Cok eglenceliydi konusu romantik komedi Kocan kadar konus un 2 si cikarsa gitmeyi dusunuyorum sizede tavsiye ediyorum iyi seyirler
Negative;"buradan aldığım lenovo yoga 510 la birlikte geldi, bilgisayar 14&#8220; olduğu için boyutlar tutmadı, ekran koruyucuyu uzun tarafından kestim, kapak koruyucusunu her taraftan kestim, klavye koruyucusu kesilince bişeye benzemeyeceği için dokunmadım ona zaten kullanışlı bişey değil, temizleme spreyi çok güzel, anlamadığım nokta niye sadece 15.6 dan başka boyut seçeneği yok, her ebatta olmalı, para verip alınır mı derseniz ; kesinlikle hayır."
Negative;Anlatımı çok karışık ve içeriği de 18 olacak konular içeriyor Buna dikkat ederek alın ben hiç beğenmedim hatta yarım bıraktım
Negative;Bence üründe kamelya fonksiyonunu olmaması büyük eksiklik.. Demleme sonrası çayı sıcak tutmaması kullanışlı olmadığını gösteriyor.. Bu kadar olumlu yorumu nasıl almış hayret doğrusu.. Fiyatıda cazip değil..
Positive;"Tahminen 1 aydır kullanıyorum çok oyun falan oynamadığım için şarj 2 gün gidiyor. 1 saat 40 dakikada doluyor en çok o hoşuma gitti ve çok hızlı her işlem, internet, you tube, İnstagram &quot;hiç kasma yok ben çok beğendim parmak izi yüz tanıma iyi çalışıyor tavsiye ederim zaten teknoloji marketlerde bile satıcılar artık Huawei telefonlara yönlendiriyor."
Positive;Özenli paketleme ve hızlı kargo İçin teşekkür ederim. 3.alışım iyi geliyor
Positive;Bence çok güzel bir ürün tek eksiği kablosu çok kısa CasperA1 telefonu iki kere tam birini de yüzde elliye kadar şarz ediyor Teşekkürler HEPSİ BURADA
Neutral;Tahmasp ile Hemedan Barışı imzalanmıştır .
Negative;Arkadaşlar 100*200 olanı çocuğum için buradaki yorumlara bakarak aldım. Parasının karşılığını veren bir ürün değil aldığıma pişman oldum çocuğumda memnun değil diğeri viscolu yataktı o daha güzel diyor bir seneye kalmaz değiştiririm bu yatağı yatakta dönerken yayların sesi çıkıyor :) bu kadar kötü bi yatak olamaz daha önce alan arkadaşlar bu yatağın nesini beğenmişler anlamadım alan bir daha almış
Neutral;hasan hocamız sağ olsun
Positive;En ince tüyleri bile alıyor özellikle ışığı sayesinde karanlık bölgelerde bile rahatça epilasyon yapılabiliyor
Positive;Kasa gerçekten çok güzel arkadaşlar çok hızlı çalışıyor pubg 70 150 fps arası alıyorum csgo 350 ye kadar çıkıyor Tek sıkıntı kasa ergonomik tasarımdan ötürü ramleri laptop ramı ve üstünde kingston var Yanılıpta normal ram almayın kingston ın sitesinde msi aegis 3 aratarak aynı ramdan hangi mağazalarda var rahatlıkla bulabilirsiniz ben 16 ya yükselttim ve şuan ateş ediyor
Negative;resimde ürün kalın gözüküyor gelen ise yağmurluk gibi
Negative;berbattam bir rezalet özellikle yemekler ve yemekhane her gün tavuk ve irmik helvası yemekhane işçi yemekhanesi gibi saatle açılıp kapanıyor diğer saatlerde girmek yasak yemek saatinde herkes kapı önünde bekletiliyor çok çirkin bir görüntü odalar çok pis
Negative;sahte sahte sahte sahte sahte
Neutral;Bu devirde ülkesinin nükleer programının baş destekçisi oldu .
Negative;Pek bi değişim farketmedim.
Negative;orijinal xiaomi mi 5 şarj kablom daha ince ve yumuşak iken bu aldığım kablo soketi ve kablosu çok kalın şarj soketine zarar verebilir xiaomi nin zaten garantisi yok bir kablo için telefonu ziyan etmeyin derim
Negative;Ürünlerin kalitesi tartışılır. biraz dandik gibime geldi. Ancak hiç yoktan iyidir. Eğerki imkanınız varsa biraz daha paraya kıyıp daha kalitelisini almanızı öneririm
Negative;çiftliğimizdeki fareler için hepsiburadadan sipariş verdim Ürünü 1 ayı geçkin süredir kullanmamıza rağmen işe yaramıyor Satın alacakların boşuna para vermemelerini tavsiye ederim
Negative;Samsung S9 ve iPAD de kullanmak üzere Spigen com dan aldım ama S9 u kapalıyken şarj etmedi Açıkken devamlı şarj kopuyordu ve 4 5 saat şarj süresi gösteriyordu Spigen ürünlerini devamlı severek ve güvenerek kullanırım ama bilemedim bana gelen mi sorunluydu İade ettim
Negative;ürün resimde görüldüğü gibi durmuyor.Malzeme kalitesi düşük.Hatta üstteki buhar ayarı düğmesi birkaç aya kalmaz bozulacak gibi duruyor. Ucuz ütülerde bile bu derecek düşük malzeme kalitesi görmedim.Yerli marklara yönelmenizi tavsiye ederim.yorumlarda belirtiği gibi ütü performansı için yüksek beklentide olmayın.Ama iş görür.
Negative;Merhaba öncelikle emeğinize sağlık Ama filmi beğenmedim Olay akışı çok karışık ve bitirmek için uğraşılmış bir film olmuş Bir kere filimde aşk yok oyuncular aşkı aksettiremideler filmin hakkını veremediler yorumlara bakıp izlemiştim ams yanıldım birkere ağlayamıyorsunuz hissettirmiyosunuz filmi sonuna kadar izledim sırf haksızlık etmemek adına Benim tavsiyem izlemeyin şu iki yıldızı yalnızca emeğe verdim pişman olursunuz
Positive;1 Sınıfa başlayan kızıminsınıf arkadaşlarınaokumatekrarları için aldikÇok beğendik bol resimli okuması keyifli hiç düşünmeden alabilirsiniz
Positive;İnsanların iki defa üst üste oscar alamadıklarını ya da alnmasının ne kadar zor olduğunu ve bunu şimdiye kadar 2 kişinin yapabildiğini biliyormusunuz Tom Hanks bunu başardı iki defa oscar üst üste bence seyrine doyulmayan bir film seyredin
Negative;Zımpara makinasının dönen disk çevresindeki siyah plastik yani toz toplama aparatının bağlandığı plastik kısım komple ele yapışıyor Sanki plastik yumuşamış veya tutkallanmış gibi yapış yapış Üründe bir sorun var
